batch_ticket_id,original_id,category,scenario_id,resolution_status,resolution_text
117,3475,Security,6,auto_resolved,"**Suggested Resolution:**
Enable rate limiting and account lockout on the Analytics Dashboard login endpoint, add the attacking IP ranges to a block list, and turn on CAPTCHA after repeated login failures.

*Note: The retrieved examples are an exact match for this ticket; however, a human agent should double-check the specific IP ranges applied to the block list.*"
118,2850,Security,1,auto_resolved,"**Suggested Resolution:**
Remove the phishing message from all mailboxes via mail-flow rules, block the sender domain, and reset passwords for affected users.

*Note: The retrieved examples closely match the new ticket and confirm this standard resolution.*"
121,444,Security,8,auto_resolved,"**Suggested Resolution:**
Restrict port 6379 on PRD-WEB-01 to the internal management network using firewall and security-group rules, then verify that the port is no longer reachable from the public internet.

*Note: The retrieved examples closely match the new ticket.*"
125,3099,Security,6,auto_resolved,"**Suggested Resolution:**
Enable rate limiting and account lockout on the HR Self-Service login endpoint, add the attacking IP ranges to a block list, and turn on CAPTCHA after repeated login failures.

*Note: The retrieved examples are an exact match for this ticket; however, a human agent should double-check the specific IP ranges and configurations before applying.*"
126,2092,Security,1,auto_resolved,"**Suggested Resolution:**
Remove the phishing message from all mailboxes via mail-flow rules, block the sender domain, and reset passwords for affected users.

*Note: The retrieved past tickets closely match the new ticket, providing a direct resolution.*"
134,2584,Security,7,auto_resolved,"**Suggested Resolution:**
Revoke the unauthorized administrator rights from a.kulkarni, trace the origin of the change to identify and fix the misconfigured group policy, and tighten the privileged-access approval controls to prevent recurrence.

*Note: The retrieved past tickets closely match this new ticket.*"
140,130,Security,4,auto_resolved,"**Suggested Resolution:**
Apply the vendor security patch to VM-BATCH-10 during an emergency change window, then rescan the virtual machine to confirm that the CVE has been successfully remediated.

*Note:* The retrieved examples closely match this ticket; however, a human agent should still double-check the specific CVE details and change window procedures before proceeding."
145,3675,Security,3,auto_resolved,"**Suggested Resolution:**
Reissue and install a valid TLS certificate for the Vendor Portal, then configure auto-renewal via ACME to prevent future recurrence.

*Note: The retrieved examples are an exact match for this ticket; however, a human agent should double-check the installation and verification.*"
146,3863,Security,8,auto_resolved,"**Suggested Resolution:**
Restrict port 443 on VM-BATCH-10 to the internal management network using firewall and security-group rules, then verify that the port is no longer reachable from the public internet.

*Note: The retrieved past tickets closely match this issue and provide an exact resolution.*"
148,3026,Security,1,auto_resolved,"**Suggested Resolution:**
Remove the phishing message from all mailboxes via mail-flow rules, block the sender domain, and reset passwords for affected users.

*Note: The retrieved examples closely match the new ticket; however, a human agent should double-check to ensure all affected users and mailboxes have been accounted for.*"
149,2326,Security,1,auto_resolved,"**Suggested Resolution:**
Remove the phishing message from all mailboxes via mail-flow rules, block the sender domain, and reset passwords for the affected users.

*Note: The retrieved examples are an exact match for this ticket; however, a human agent should double-check that all affected users have been identified and that their passwords have been successfully reset.*"
158,1401,Security,8,auto_resolved,"**Suggested Resolution:**
Restrict port 6379 on VM-BATCH-09 to the internal management network using firewall and security-group rules, then verify that the port is no longer reachable from the public internet.

*Note: The retrieved past tickets closely match this new ticket.*"
184,123,Security,5,auto_resolved,"**Suggested Resolution:**
Revoke the leaked cloud access key immediately, rotate all affected credentials, and enable pre-commit secret scanning to block future leaks.

*Note: The retrieved examples are an exact match for this ticket, but a human agent should double-check to ensure all affected repositories and credentials are fully addressed.*"
194,32,Security,3,auto_resolved,"**Suggested Resolution:**
Reissue and install a valid TLS certificate for HR Self-Service, then configure auto-renewal via ACME to prevent recurrence.

*Note: The retrieved examples closely match this ticket.*"
196,967,Security,7,auto_resolved,"**Suggested Resolution:**
Revoke the unauthorized administrator rights from account `m.iyer`, trace the change to the misconfigured group policy, and tighten the privileged-access approval controls.

*Note: The retrieved past tickets are an exact/close match for this issue.*"
203,2539,Security,3,auto_resolved,"**Suggested Resolution:**
Reissue and install a valid TLS certificate for the Field Service App, then configure auto-renewal via ACME to prevent future recurrence. 

*Note: The retrieved examples are an exact match for this ticket; however, a human agent should still double-check the deployment.*"
207,428,Security,0,auto_resolved,"**Suggested Resolution:**
Lock account r.desai, force a credential reset and MFA re-enrolment, and confirm no data exfiltration occurred in the session logs.

*Note: The retrieved past tickets closely match this new ticket; however, a human agent should double-check the session logs and account status to ensure proper remediation.*"
211,2762,Security,0,auto_resolved,"**Suggested Resolution:**
Lock account t.rao, force a credential reset and MFA re-enrolment, and review the session logs to confirm that no data exfiltration occurred during the session.

*Note: The retrieved examples are an exact match for this ticket; however, a human agent should double-check the session logs and actions taken.*"
215,505,Security,3,auto_resolved,"**Suggested Resolution:**
Reissue and install a valid TLS certificate for the Learning Management System, and configure auto-renewal via ACME to prevent recurrence.

*Note: The retrieved examples closely match this ticket, but a human agent should still double-check the deployment.*"
218,1877,Security,4,auto_resolved,"**Suggested Resolution:**
Apply the vendor security patch to PRD-WEB-01 during an emergency change window, and then rescan the server to confirm that the critical CVE has been successfully remediated.

*Note:* The retrieved examples closely match the new ticket and directly apply to PRD-WEB-01."
220,1254,Security,5,auto_resolved,"**Suggested Resolution:**
Revoke the leaked cloud key immediately, rotate all affected credentials, and enable pre-commit secret scanning to block future leaks.

*Note: The retrieved past tickets closely match this new ticket.*"
222,3287,Security,3,auto_resolved,"**Suggested Resolution:**
Reissue and install a valid TLS certificate for the Procurement Portal, and then configure auto-renewal via ACME to prevent future occurrences.

*Note: The retrieved examples are an exact match for this ticket; however, a human agent should double-check the deployment to ensure the certificate is active and properly trusted.*"
227,2528,Security,3,auto_resolved,"**Suggested Resolution:**
Reissue and install a valid TLS certificate for Expense Tracker, then configure auto-renewal via ACME to prevent recurrence.

*Note: The retrieved past examples closely match this ticket.*"
266,1931,Security,4,auto_resolved,"**Suggested Resolution:**
Apply the vendor security patch to PRD-AUTH-05 during an emergency change window, then rescan the system to confirm that the critical CVE has been successfully remediated.

*Note: The retrieved past tickets closely match this issue and share the exact same asset and problem description.*"
273,240,Security,5,auto_resolved,"**Suggested Resolution:**
Revoke the leaked cloud key immediately, rotate all affected credentials, and enable pre-commit secret scanning to block future leaks.

*Note: The retrieved examples closely match this ticket and directly support the resolution steps.*"
282,2699,Security,3,auto_resolved,"**Suggested Resolution:**
Reissue and install a valid TLS certificate for the Analytics Dashboard, then configure auto-renewal via ACME to prevent recurrence.

*Note: The retrieved past tickets closely match this issue; however, a human agent should still double-check the deployment.*"
284,2209,Security,4,auto_resolved,"**Suggested Resolution:**
Apply the vendor security patch to PRD-DB-11 during an emergency change window, and then rescan the system to confirm that the CVE has been successfully remediated.

*Note:* The retrieved examples closely match the new ticket; no additional human verification is strictly necessary, though standard change management protocols should be followed."
302,908,Security,5,auto_resolved,"**Suggested Resolution:**
1. Revoke the leaked cloud key immediately.
2. Rotate all affected credentials.
3. Enable pre-commit secret scanning to block future leaks.

*Note: The retrieved past tickets closely match this new ticket.*"
307,3123,Security,0,auto_resolved,"**Suggested Resolution:**
Lock account s.khan, force a credential reset and MFA re-enrolment, and confirm from the session logs that no data exfiltration occurred.

*Note: The retrieved past tickets closely match this issue and support these exact steps.*"
308,1067,Security,0,auto_resolved,"**Suggested Resolution:**
Lock account r.desai, force a credential reset and MFA re-enrolment, and confirm from session logs whether any data exfiltration occurred. 

*Note: The retrieved past tickets closely match this new ticket.*"
312,2890,Security,0,auto_resolved,"**Suggested Resolution:**
Lock account p.menon, force a credential reset and MFA re-enrolment, and confirm from session logs that no data exfiltration occurred.

*Note: The retrieved past tickets are an exact match for this issue; however, a human agent should still double-check the steps before closing the ticket.*"
328,1134,Security,0,auto_resolved,"**Suggested Resolution:**
Lock account p.menon, force a credential reset and MFA re-enrolment, and confirm from the session logs that no data exfiltration occurred during the session.

*Note: The retrieved examples closely match the new ticket issue.*"
339,342,Security,1,auto_resolved,"**Suggested Resolution:**
Remove the phishing message from all mailboxes via mail-flow rules, block the sender domain, and reset passwords for the affected users.

*Note: The retrieved examples closely match the new ticket; no additional verification is necessary.*"
342,367,Security,6,auto_resolved,"**Suggested Resolution:**
Enable rate limiting and account lockout on the Vendor Portal login endpoint, add the attacking IP ranges to a block list, and turn on CAPTCHA after repeated login failures.

*Note: The retrieved past tickets are an exact match for this issue, but a human agent should double-check the configuration changes before applying them.*"
351,171,Security,2,auto_resolved,"**Suggested Resolution:**
Isolate the endpoint of r.desai from the network, run a full offline scan to remove the trojan, and re-image the machine as a precaution.

*Note: The retrieved examples are an exact match for this ticket, but a human agent should still verify the steps upon completion.*"
354,503,Security,0,auto_resolved,"**Suggested Resolution:**
Lock account r.desai, force a credential reset and MFA re-enrolment, and confirm from session logs that no data exfiltration occurred.

*Note: The retrieved past tickets are an exact match for this issue; however, a human agent should still double-check the session logs to ensure complete security.*"
357,1722,Security,5,auto_resolved,"**Suggested Resolution:**
Revoke the leaked cloud key immediately, rotate all affected credentials, and enable pre-commit secret scanning to block future leaks.

*Note: The retrieved past tickets closely match the new ticket; however, a human agent should double-check to ensure all affected credentials specific to this repository have been fully rotated.*"
363,1002,Security,3,auto_resolved,"**Suggested Resolution:**
Reissue and install a valid TLS certificate for Expense Tracker, then configure auto-renewal via ACME to prevent recurrence.

*Note: The retrieved examples are an exact match for this ticket; however, a human agent should still double-check the deployment.*"
367,3644,Security,7,auto_resolved,"**Suggested Resolution:**
Revoke the unauthorized administrator rights from the account `v.nair`, trace the change to identify the misconfigured group policy, and tighten the privileged-access approval controls.

*Note: The retrieved past tickets closely match this new ticket; however, a human agent should double-check the execution.*"
373,2125,Security,4,auto_resolved,"**Suggested Resolution:**
Apply the vendor security patch to PRD-CACHE-02 during an emergency change window, then rescan the system to confirm that the CVE has been successfully remediated.

*Note: The retrieved examples closely match this ticket.*"
374,3623,Security,3,auto_resolved,"**Suggested Resolution:**
Reissue and install a valid TLS certificate for the Vendor Portal, and configure auto-renewal via ACME to prevent future recurrence.

*Note: The retrieved examples are an exact match to the new ticket issue.*"
394,1689,Security,4,auto_resolved,"**Suggested Resolution:**
Apply the vendor security patch to PRD-CACHE-03 during an emergency change window, then rescan the server to confirm that the CVE has been successfully remediated.

*Note: The retrieved examples closely match this ticket (exact match for PRD-CACHE-03 in Past Ticket #1), so a human agent can safely proceed with these steps.*"
399,1493,Security,2,auto_resolved,"**Suggested Resolution:**
Isolate the endpoint of a.patel from the network, run a full offline scan to remove the trojan, and re-image the machine as a precaution.

*Note:* The retrieved examples closely match the new ticket."
404,1761,Security,7,auto_resolved,"**Suggested Resolution:**
Revoke the unauthorized administrator rights from account `s.khan`, trace the change to identify and fix the misconfigured group policy, and tighten the privileged-access approval controls.

*Note: The retrieved past tickets closely match this issue (exact match for the user and ticket details).*"
409,1130,Security,5,auto_resolved,"**Suggested Resolution:**
Revoke the leaked cloud key immediately, rotate all affected credentials, and enable pre-commit secret scanning to block future leaks.

*Note: The retrieved past tickets closely match this new ticket, so no additional verification is strictly required.*"
413,2201,Security,2,auto_resolved,"**Suggested Resolution:**
Isolate the endpoint of n.gupta from the network, run a full offline scan to remove the trojan, and re-image the machine as a precaution.

*Note: The retrieved examples closely match the new ticket.*"
417,1153,Security,0,auto_resolved,"**Suggested Resolution:**
Lock account r.sharma, force a credential reset and MFA re-enrolment, and confirm in the session logs that no data exfiltration occurred.

*Note: The retrieved examples closely match this new ticket.*"
429,2655,Security,2,auto_resolved,"**Suggested Resolution:**
Isolate the endpoint of k.verma from the network, run a full offline scan to remove the trojan, and re-imaged the machine as a precaution.

*Note: The retrieved past tickets are an exact match for this issue; however, a human agent should still double-check the steps before applying them.*"
437,1847,Security,0,auto_resolved,"**Suggested Resolution:**
Lock account p.menon, force a credential reset and MFA re-enrolment, and confirm from the session logs that no data exfiltration occurred during the session.

*Note: The retrieved examples closely match the new ticket.*"
438,1878,Security,6,auto_resolved,"**Suggested Resolution:**
Enable rate limiting and account lockout on the Analytics Dashboard login endpoint, add the attacking IP ranges to a block list, and turn on CAPTCHA after repeated login failures.

*Note: The retrieved past tickets are an exact match for this issue; however, a human agent should still double-check the specific block list ranges and settings applied.*"
443,287,Security,0,auto_resolved,"**Suggested Resolution:**
Lock account p.reddy, force a credential reset and MFA re-enrolment, and confirm from session logs that no data exfiltration occurred.

*Note: The retrieved past tickets are an exact/close match for this issue; however, a human agent should double-check the session logs and actions taken.*"
451,3224,Security,2,auto_resolved,"**Suggested Resolution:**
Isolate the endpoint of j.singh from the network, run a full offline scan to remove the trojan, and re-image the machine as a precaution.

*Note: The retrieved examples closely match the new ticket.*"
465,251,Security,4,auto_resolved,"**Suggested Resolution:**
Apply the vendor security patch to STG-APP-07 during an emergency change window, and then rescan the system to confirm that the CVE has been successfully remediated.

*Note: The retrieved past tickets closely match this new ticket.*"
466,2748,Security,0,auto_resolved,"**Suggested Resolution:**
Lock account r.desai, force a credential reset and MFA re-enrolment, and confirm from session logs that no data exfiltration occurred.

*Note: The retrieved past tickets are an exact match for this issue, but a human agent should double-check to ensure all steps are applied correctly.*"
478,3062,Security,8,auto_resolved,"**Suggested Resolution:**
Restrict port 22 on STG-APP-07 to the internal management network using firewall and security-group rules, then verify that the port is no longer reachable from the public internet.

*Note: The retrieved examples closely match this ticket.*"
497,3507,Security,2,auto_resolved,"**Suggested Resolution:**
Isolate the endpoint of m.chatterjee from the network, run a full offline scan to remove the trojan, and re-image the machine as a precaution.

*Note: The retrieved past tickets closely match this issue and recommend the exact steps above.*"
19,2532,Database,8,auto_resolved,"**Suggested Resolution:**
Investigate the report queries timing out against the underlying data source due to a missing index, and add the required index to allow reports to generate successfully. 

*Note: The retrieved examples closely match the new ticket.*"
23,279,Database,7,auto_resolved,"**Suggested Resolution:**
Diagnose the dropped connection between the Billing Portal and the database (such as `billing_mysql`) caused by a recent credentials rotation. Update the stored connection string and confirm that the Billing Portal can successfully load data again.

*Note: The retrieved past examples closely match the new ticket, but a human agent should still verify the specific database instance name before applying the fix.*"
63,2260,Database,7,auto_resolved,"**Suggested Resolution:**
Diagnose the dropped connection between the CRM and the database caused by a credentials rotation, update the stored connection string, and confirm that the CRM can load data again.

*Note: The retrieved examples closely match the new ticket (including an exact duplicate), so no additional human verification is strictly necessary beyond following the standard procedure.*"
73,2814,Database,5,auto_resolved,"**Suggested Resolution:**
Archive the old WAL/transaction logs and expand the inventory_pg data volume. Afterward, bring the database back into read-write mode.

*Note: The retrieved examples closely match this ticket.*"
74,2533,Database,2,auto_resolved,"**Suggested Resolution:**
Analyze the catalog_pg slow-query log, add two missing indexes, and rewrite any correlated subqueries to improve execution times.

*Note: The retrieved examples are an exact match for this ticket; however, a human agent should still verify the specific query plans before applying changes.*"
75,168,Database,5,auto_resolved,"**Suggested Resolution:**
Archive the old WAL/transaction logs and expand the `sessions_redis` data volume. Once completed, bring the database back into read-write mode.

*Note: The retrieved examples closely match this new ticket.*"
76,3223,Database,3,auto_resolved,"**Suggested Resolution:**
Reorder the conflicting write operations to acquire locks in a consistent order on `customers_pg` and shorten the transaction scope to eliminate the deadlocks.

*Note: The retrieved examples closely match the new ticket.*"
85,1643,Database,2,auto_resolved,"**Suggested Resolution:**
Analyze the `catalog_pg` slow-query log, add the two missing indexes, and rewrite the correlated subquery to reduce execution times.

*Note: The retrieved past tickets match this issue exactly; however, a human agent should double-check the specific queries and index definitions before applying them.*"
89,1276,Database,0,auto_resolved,"**Suggested Resolution:**
Check for any long-running analytics queries blocking replication on `sessions_redis`. Kill the blocking query, then tune the replica I/O to reduce replication lag back to under a second.

*Note: The retrieved past tickets are an exact match for this issue, so standard resolution steps apply.*"
90,3676,Database,5,auto_resolved,"**Suggested Resolution:**
Archive old WAL/transaction logs and expand the audit_mysql data volume, then bring the database back into read-write mode.

*Note: The retrieved examples closely match the new ticket and provide a direct resolution.*"
94,1964,Database,5,auto_resolved,"**Suggested Resolution:**
Archive the old WAL/transaction logs, expand the orders_pg data volume, and then bring the database back into read-write mode.

*Note: The retrieved past tickets are an exact match for this issue.*"
104,3613,Database,7,auto_resolved,"**Suggested Resolution:**

1. Diagnose whether the dropped connection between the Learning Management System and the database (`warehouse_pg`) was caused by a credentials rotation.
2. Update the stored connection string accordingly.
3. Confirm that the Learning Management System is able to successfully load data and records again.

*Note: The retrieved past ticket is an exact match for this issue; however, a human agent should double-check that the credentials and database name (`warehouse_pg`) align with the current environment.*"
107,2861,Database,1,auto_resolved,"**Suggested Resolution:**
Introduce a connection pooler in front of `analytics_mongo` and lower the per-service pool sizes to prevent connection exhaustion during peak traffic.

*Note: The retrieved past tickets closely match this new ticket.*"
116,1623,Database,3,auto_resolved,"**Suggested Resolution:**
Reorder the conflicting write operations to acquire locks in a consistent order on `warehouse_pg` and shorten the transaction scope to eliminate the deadlocks.

*Note: The retrieved past tickets closely match this issue and recommend the exact same resolution steps.*"
123,69,Database,0,auto_resolved,"**Suggested Resolution:**
Investigate `warehouse_pg` for any long-running analytics queries blocking replication, and terminate them. Afterward, tune the replica I/O to bring the replication lag back down to under a second.

*Note: The retrieved past examples closely match the new ticket; however, a human agent should double-check the steps during execution.*"
162,2653,Database,2,auto_resolved,"**Suggested Resolution:**
Analyze the `warehouse_pg` slow-query log, add the two missing indexes, and rewrite the correlated subquery to restore query performance. 

*Note: The retrieved past tickets match the new ticket's issue exactly, but a human agent should still double-check the specific indexes and subquery being modified.*"
213,2132,Database,11,auto_resolved,"**Suggested Resolution:**
Tune the autovacuum thresholds and cost limits on `catalog_pg`, and run a manual vacuum on the worst tables to recover query performance and disk usage.

*Note: The retrieved examples are an exact match for this ticket; however, a human agent should still double-check the specific values used for the tuning adjustments.*"
214,3215,Database,0,auto_resolved,"**Suggested Resolution:**
Investigate `audit_mysql` for any long-running analytics queries blocking replication, kill the offending query, and tune the replica I/O to bring the replication lag back down to under a second.

*Note: The retrieved past tickets match the new ticket's issue exactly, but a human agent should still verify the specific query and replica settings before applying the fix.*"
229,1057,Database,3,auto_resolved,"**Suggested Resolution:**
Reorder the conflicting write operations to acquire locks in a consistent order on `analytics_mongo` and shorten the transaction scope to eliminate deadlocks.

*Note: The retrieved past tickets closely match this issue, but a human agent should double-check the implementation.*"
249,1515,Database,4,auto_resolved,"**Suggested Resolution:**
The backup job for `orders_pg` is failing due to insufficient target disk space. To resolve this, expand the backup volume, rerun the backup job, and then verify a successful test restore. 

*Note: The retrieved examples closely match this ticket.*"
252,225,Database,0,auto_resolved,"**Suggested Resolution:**
Investigate `reporting_mongo` to identify any long-running analytics queries blocking replication, terminate the blocking query, and tune the replica I/O to reduce the lag. 

*Note: The retrieved examples are an exact match for this ticket; however, a human agent should still verify system status after applying the steps.*"
255,1760,Database,5,auto_resolved,"**Suggested Resolution:**
Archive the old WAL/transaction logs and expand the `sessions_redis` data volume. Once the disk space is freed and expanded, bring the database back into read-write mode.

*Note: The retrieved past tickets closely match this issue, but a human agent should double-check the steps during execution.*"
261,2972,Database,2,auto_resolved,"**Suggested Resolution:**
Analyze the `catalog_pg` slow-query log, add the two missing indexes, and rewrite the correlated subquery to restore optimal query performance.

*Note: The retrieved examples are an exact match for this ticket, but a human agent should double-check the implementation steps.*"
274,2603,Database,6,auto_resolved,"**Suggested Resolution:**
Check for an exhausted connection pool on the application server (such as `orders_pg`, `sessions_redis`, `billing_mysql`, or `analytics_mongo`), restart the pooler, and verify that the Vendor Portal can successfully reach the records system again to restore record lookups.

*Note: The retrieved examples closely match the symptoms and past resolutions of this ticket.*"
275,1108,Database,4,auto_resolved,"**Suggested Resolution:**
Expand the backup volume to resolve the insufficient target disk space, reran the backup job for `billing_mysql`, and verify a test restore.

*Note: The retrieved past tickets closely match this new ticket; however, a human agent should double-check the current disk capacity and verify the test restore.*"
279,2798,Database,11,auto_resolved,"**Suggested Resolution:**
Tune the autovacuum thresholds and cost limits on `billing_mysql`, then run a manual vacuum on the worst tables to recover query performance and disk usage.

*Note: The retrieved examples are an exact match for this ticket; however, a human agent should still double-check the specific table bloat metrics before executing.*"
281,516,Database,6,auto_resolved,"**Suggested Resolution:**

The application server's connection pool to the database (such as `billing_mysql`) has likely exhausted. Restart the connection pooler and verify that Payroll can reach the database again to restore record lookups.

*Note: The retrieved examples are an exact match for this ticket, but a human agent should double-check the specific database connection pool involved.*"
287,2194,Database,9,auto_resolved,"**Suggested Resolution:**
Run consistency checks on `billing_mysql` to identify any corrupted indexes caused by an unclean shutdown. Rebuild the affected indexes, and validate their integrity against the last good backup.

*Note: The retrieved past tickets closely match this new ticket; however, a human agent should still double-check the database status during execution.*"
290,3291,Database,4,auto_resolved,"**Suggested Resolution:**
Expand the backup volume to resolve the insufficient target disk space causing the failure. Then, rerun the backup job and verify a successful test restore. 

*Note: The retrieved past examples are an exact match for this ticket.*"
292,2516,Database,9,auto_resolved,"**Suggested Resolution:**
Run consistency checks on `audit_mysql` to identify any corrupted indexes resulting from an unclean shutdown. Rebuild the affected indexes, and then validate data integrity against the last good backup.

*Note: The retrieved past tickets closely match this issue; however, a human agent should still double-check the steps during execution.*"
297,2208,Database,2,auto_resolved,"**Suggested Resolution:**
Analyze the `customers_pg` slow-query log, add the two missing indexes, and rewrite the correlated subquery to improve execution times.

*Note: The retrieved past tickets closely match this issue; however, a human agent should still double-check the specific indexes and subqueries involved.*"
303,1277,Database,7,auto_resolved,"**Suggested Resolution:**
Diagnose the dropped connection between the Procurement Portal and the database (such as `catalog_pg` or `analytics_mongo`) caused by a credentials rotation, update the stored connection string, and confirm that the Procurement Portal successfully loads data again.

*Note: The retrieved past tickets closely match this issue; however, a human agent should double-check which specific database (`catalog_pg` vs. `analytics_mongo`) is currently affected.*"
316,1970,Database,1,auto_resolved,"**Suggested Resolution:**
Introduce a connection pooler in front of `warehouse_pg` and lower the per-service pool sizes to prevent connection exhaustion during peak traffic.

*Note:* The retrieved examples closely match the new ticket."
326,432,Database,6,auto_resolved,"**Suggested Resolution:**
Check the application server's connection pool to the database (such as `billing_mysql`), as the pool has likely exhausted. Restart the connection pooler and verify that HR Self-Service can successfully reach the database again to restore record lookups.

*Note: The retrieved past ticket is an exact historical match for this issue; however, a human agent should still double-check the specific database connection pool involved.*"
350,3747,Database,2,auto_resolved,"**Suggested Resolution:**
Analyze the `audit_mysql` slow-query log, add the two missing indexes, and rewrite the correlated subquery to restore optimal execution times.

*Note: The retrieved past tickets are an exact match for this issue; however, a human agent should double-check the specific indexes and subquery being modified before applying changes in production.*"
362,2963,Database,6,auto_resolved,"Based on the retrieved past tickets, the issue is caused by an exhausted application server connection pool to the records database/backend. 

**Suggested Resolution:**
1. Check the application server's connection pool status to identify which database or backend pool has exhausted (e.g., audit_mysql, billing_mysql, reporting_mongo, or warehouse_pg).
2. Restart the connection pooler.
3. Verify that the Analytics Dashboard can successfully reach the records system again and that record lookups are restored.

*Note: The retrieved examples closely match the symptoms and issue described in the new ticket.*"
375,3853,Database,3,auto_resolved,"**Suggested Resolution:**
Reorder the conflicting write operations to acquire locks in a consistent order on `inventory_pg` and shorten the transaction scope to eliminate the deadlocks.

*Note: The retrieved examples are an exact match for this ticket, but a human agent should double-check the implementation in the codebase.*"
387,1730,Database,11,auto_resolved,"**Suggested Resolution:**
Tune the autovacuum thresholds and cost limits on `billing_mysql`, then run a manual vacuum on the worst tables to recover query performance and disk usage.

*Note: The retrieved examples closely match this new ticket.*"
395,1256,Database,4,auto_resolved,"**Suggested Resolution:**
The `analytics_mongo` backup is likely failing due to insufficient target disk space. To resolve this, expand the backup volume, rerun the backup job, and verify a test restore.

*Note: The retrieved examples are an exact match for this ticket; however, a human agent should still double-check the current disk metrics before applying the fix.*"
402,1273,Database,10,auto_resolved,"**Suggested Resolution:**
Manually promote the audit_mysql replica to primary, repoint the application connection string, and fix the failover automation that has a stale health-check. 

*Note: The retrieved examples are an exact match for this ticket; however, a human agent should double-check the configuration and automation scripts during execution.*"
407,1147,Database,1,auto_resolved,"**Suggested Resolution:**
To resolve the connection exhaustion on `audit_mysql` during peak traffic, introduce a connection pooler in front of `audit_mysql` and lower the per-service pool sizes to prevent new connection rejections.

*Note: The retrieved examples are an exact match for this ticket; however, a human agent should still verify the configuration changes.*"
416,667,Database,6,auto_resolved,"**Suggested Resolution:**
The application server's connection pool to the database (such as `customers_pg`) has likely exhausted. Restart the pooler and verify that Payroll can successfully reach the database again to restore record lookups.

*Note: The retrieved examples closely match the new ticket.*"
440,2174,Database,11,auto_resolved,"**Suggested Resolution:**
Tune the autovacuum thresholds and cost limits on `catalog_pg`, and run a manual vacuum on the worst tables to recover query performance and disk usage.

*Note: The retrieved examples are an exact match for this issue; however, a human agent should still double-check the execution.*"
448,864,Database,9,auto_resolved,"**Suggested Resolution:**
Run consistency checks on `orders_pg`, identify any corrupted indexes resulting from an unclean shutdown, rebuild the affected indexes, and validate their integrity against the last good backup.

*Note: The retrieved examples closely match this ticket.*"
450,2827,Database,9,auto_resolved,"**Suggested Resolution:**
Run consistency checks on `reporting_mongo` to identify any corrupted indexes resulting from an unclean shutdown. Rebuild the affected indexes, and validate data integrity against the last good backup.

*Note: The retrieved past tickets closely match this issue and provide a direct resolution for these exact symptoms.*"
468,2398,Database,8,auto_resolved,"**Suggested Resolution:**
Investigate the underlying data source for the Billing Portal report queries (such as `audit_mysql`, `catalog_pg`, `analytics_mongo`, or `inventory_pg`), as the queries are likely timing out due to a missing index. Add the missing index to the database to allow reports to generate successfully within seconds.

*Note: The retrieved examples closely match the new ticket's symptoms and historical resolution steps.*"
471,3008,Database,10,auto_resolved,"**Suggested Resolution:**
Manually promote the customers_pg replica to primary, repoint the application connection string, and fix the failover automation that had a stale health-check.

*Note:* The retrieved examples closely match the new ticket; however, a human agent should double-check the steps during execution."
475,1181,Database,6,auto_resolved,"**Suggested Resolution:**
The application server's connection pool to the database (such as `billing_mysql`) has likely exhausted. Restart the pooler, then verify that the CRM can successfully reach the database again to restore record lookups.

*Note:* The retrieved examples closely match this ticket, but a human agent should double-check the specific database connection associated with this instance."
479,2909,Database,11,auto_resolved,"**Suggested Resolution:**
Tune the autovacuum thresholds and cost limits on `warehouse_pg`, and then run a manual vacuum on the worst tables to recover query performance and disk usage.

*Note: The retrieved examples closely match this ticket, so the same resolution steps apply directly.*"
1,3314,Storage,5,auto_resolved,"**Suggested Resolution:**
Review the current storage usage for the Kolkata Branch, archive stale data to cold storage, and raise their storage quota following manager approval.

*Note: The retrieved examples closely match this ticket, so a human agent can safely proceed with these steps.*"
3,1137,Storage,5,auto_resolved,"**Suggested Resolution:**
Review usage for the Kolkata Branch, archive stale data to cold storage, and raise their quota after obtaining manager approval.

*Note: The retrieved past tickets closely match this new ticket, but a human agent should still verify manager approval before raising the quota.*"
7,3974,Storage,0,auto_resolved,"**Suggested Resolution:**
Restart the share service backing `\\nas05\engineering`, verify permissions, and remap the share for affected users.

*Note: The retrieved examples are an exact match for this ticket.*"
15,2050,Storage,8,auto_resolved,"**Suggested Resolution:**
The new machines are likely missing the updated SMB protocol setting required by `\\fs02\marketing`. Resolve this by pushing the correct client configuration via policy, which will allow the share to map successfully.

*Note: The retrieved past tickets closely match this issue; a human agent should verify that the policy applies correctly to the new machines.*"
24,2518,Storage,2,auto_resolved,"**Suggested Resolution:**
Check the storage array behind `\\fs01\operations` for a failing disk causing rebuild-related slowness. Replace the failing disk to restore normal read and write performance.

*Note:* The retrieved examples match the new ticket's issue exactly."
30,2842,Storage,6,auto_resolved,"**Suggested Resolution:**
Correct the inherited NTFS permissions on `\\nas03\media` for the relevant Kolkata Branch group and re-propagated the ACLs so that users can open files without receiving 'access denied' errors.

*Note:* The retrieved examples closely match the new ticket."
32,3347,Storage,5,auto_resolved,"**Suggested Resolution:**
Review the current storage usage for the Hyderabad Office, archive stale data to cold storage, and raise their storage quota after obtaining manager approval. 

*Note: The retrieved examples closely match the new ticket.*"
